Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016, REPORTED Total Monthly Potable Water Production Reporting Month ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,CALCULATED R-GPCD Reporting Month,% Residential Use,Hydrologic Region
Exeter  City of,Yes,8/15/14,10506,NULL,85791285,,,85791285,96543442,Null,231.8,88,Tulare Lake
Exeter  City of,No,7/15/14,10506,NULL,93490585,,,93490585,100584267,Null,241.1,84,Tulare Lake
Exeter  City of,No,6/15/14,10334,NULL,89741281,,,89741281,96598600,Null,243.2,84,Tulare Lake
"Rio Vista, city of",Yes,9/15/16,8324,0%,77599000,23279000,0,77599000,85627000,23279000,217.5,70,Sacramento River
"Rio Vista, city of",Yes,8/15/16,8324,0%,78906000,23625000,0,78906000,100240000,23625000,214,70,Sacramento River
"Rio Vista, city of",Yes,7/15/16,8324,0%,81914000,24574000,0,81914000,105586000,24574000,222.2,70,Sacramento River
"Rio Vista, city of",Yes,6/15/16,8324,0%,82256000,24676000,0,82256000,93604000,24676000,230.6,70,Sacramento River
"Rio Vista, city of",Yes,5/15/16,8324,33%,61188000,18356400,0,61188000,84192000,18356400,166,70,Sacramento River
"Rio Vista, city of",Yes,4/15/16,8324,33%,57690000,17307000,0,57690000,62630000,17307000,161.7,70,Sacramento River
"Rio Vista, city of",Yes,3/15/16,8324,33%,33148000,9944000,0,33148000,49784000,9944000,89.9,70,Sacramento River
"Rio Vista, city of",Yes,2/15/16,8324,36%,35507000,10652100,0,34282620.69,29830000,10284786.21,103,70,Sacramento River
"Rio Vista, city of",Yes,1/15/16,8324,36%,31073000,9321000,0,31073000,28158000,9321000,84.3,70,Sacramento River
"Rio Vista, city of",Yes,12/15/15,8324,36%,32812000,9843000,0,32812000,41197000,9843000,89,70,Sacramento River
"Rio Vista, city of",Yes,11/15/15,8324,36%,38384000,11515200,,38384000,60047000,11515200,107.6,70,Sacramento River
"Rio Vista, city of",Yes,10/15/15,8324,36%,56685000,17005500,,56685000,80508000,17005500,153.8,70,Sacramento River
"Rio Vista, city of",Yes,9/15/15,8324,36%,66361000,19908000,,66361000,85627000,19908000,186,70,Sacramento River
"Rio Vista, city of",Yes,8/15/15,8324,36%,67177000,20153000,0,67177000,100240000,20153000,182.2,70,Sacramento River
"Rio Vista, city of",Yes,7/15/15,8324,36%,61523000,18456000,0,61523000,105586000,18456000,166.9,70,Sacramento River
"Rio Vista, city of",Yes,6/15/15,8324,36%,68720000,22906000,,68720000,93604000,22906000,192.6,70,Sacramento River
"Rio Vista, city of",Yes,5/15/15,8324,NULL,62488000,18746000,0,62488000,84192000,18746000,169.5,70,Sacramento River
"Rio Vista, city of",Yes,4/15/15,8324,NULL,57981000,,,57981000,62630000,Null,162.5,70,Sacramento River
"Rio Vista, city of",Yes,3/15/15,8324,NULL,54370000,,,54370000,43402000,Null,147.5,70,Sacramento River
"Rio Vista, city of",Yes,2/15/15,8324,NULL,28312000,,,28312000,32311000,Null,85,70,Sacramento River
"Rio Vista, city of",Yes,1/15/15,8324,NULL,32311000,,,32311000,41382000,Null,87.7,70,Sacramento River
"Rio Vista, city of",Yes,12/15/14,8324,NULL,24534000,,,24534000,41197000,Null,66.6,70,Sacramento River
"Rio Vista, city of",Yes,11/15/14,8324,NULL,50935000,,,50935000,60047000,Null,142.8,70,Sacramento River
"Rio Vista, city of",Yes,10/15/14,8324,NULL,73802000,,,73802000,80508000,Null,200.2,70,Sacramento River
"Rio Vista, city of",Yes,9/15/14,8324,NULL,83847000,,,83847000,85627000,Null,235,70,Sacramento River
"Rio Vista, city of",Yes,8/15/14,8324,NULL,90592000,,,90592000,100240000,Null,245.8,70,Sacramento River
"Rio Vista, city of",Yes,7/15/14,8324,NULL,111,,,111000000,105000000,Null,301.1,70,Sacramento River
"Rio Vista, city of",Yes,6/15/14,8324,NULL,111,,,111000000,95000000,Null,311.1,70,Sacramento River
Sweetwater Springs Water District,No,9/15/16,7803,0%,65.5,12.5,0,21343268.47,26263625.02,4073142.84,73.9,81,North Coast
Sweetwater Springs Water District,No,8/15/16,7801,0%,71.3,12.8,0,23233206.75,28674925.58,4170898.27,78.8,82,North Coast
Sweetwater Springs Water District,No,7/15/16,7799,0%,73.9,13.1,0,24080420.46,29978331.28,4268653.69,81.7,82,North Coast
Sweetwater Springs Water District,No,6/15/16,7797,0%,65.2,11.1,0,21245513.04,28023222.72,3616950.84,75.4,83,North Coast
Sweetwater Springs Water District,Yes,5/15/16,7795,16%,57.6,9.8,0,18769042.2,27078253.58,3193343.98,64.5,83,North Coast
Sweetwater Springs Water District,Yes,4/15/16,7793,16%,46,2.3,0,14989165.64,20430884.47,749458.28,54.5,85,North Coast
Sweetwater Springs Water District,Yes,3/15/16,7791,16%,47.9,7.2,0,15608283.35,18606116.48,2346130.27,54.9,85,North Coast
Sweetwater Springs Water District,Yes,2/15/16,7791,16%,48.7,7.3,0,15321758.82,17595977.06,2296690.75,59.7,85,North Coast
Sweetwater Springs Water District,Yes,1/15/16,7783,16%,48.1,7.2,0,15673453.64,18443190.77,2346130.27,55.2,85,North Coast
Sweetwater Springs Water District,Yes,12/15/15,7775,16%,47.4,8.1,0,15445357.64,19355574.76,2639396.56,53.2,83,North Coast
Sweetwater Springs Water District,Yes,11/15/15,7767,16%,47.8,8.1,0,15575698.21,19225234.19,2639396.56,55.5,83,North Coast
Sweetwater Springs Water District,Yes,10/15/15,7759,16%,57.3,10.9,0,18671286.77,20984831.9,3551780.55,62.9,81,North Coast
Sweetwater Springs Water District,Yes,9/15/15,7751,16%,58.5,11.1,0,19062308.48,26263625.02,3616950.84,66.4,81,North Coast
Sweetwater Springs Water District,Yes,8/15/15,7743,16%,65.5,11.8,,21343268.47,28674925.58,3845046.84,72.9,82,North Coast
Sweetwater Springs Water District,Yes,7/15/15,7735,16%,65.4,11.8,0,21310683.33,29978331.28,3845046.84,72.9,82,North Coast
Sweetwater Springs Water District,Yes,6/15/15,7727,16%,61.2,10.4,0,19942107.33,28023222.72,3388854.84,71.4,83,North Coast
Sweetwater Springs Water District,Yes,5/15/15,7719,NULL,55.8,9.5,0,18182509.63,27078253.58,3095588.56,63.1,83,North Coast
Sweetwater Springs Water District,Yes,4/15/15,7711,NULL,50.1,,,16325156.49,20430884.47,Null,60,85,North Coast
Sweetwater Springs Water District,Yes,3/15/15,7703,NULL,54.1,,,17628562.2,18606116.48,Null,62.8,85,North Coast
Sweetwater Springs Water District,Yes,2/15/15,7703,NULL,44.6,,,14532973.64,17595977.06,Null,55.3,82,North Coast
Sweetwater Springs Water District,Yes,1/15/15,7703,NULL,49.9,,,16259986.21,18443190.77,Null,55.8,82,North Coast
Sweetwater Springs Water District,Yes,12/15/14,7703,NULL,52.6,,,17139785.06,19355574.76,Null,59.6,83,North Coast
Sweetwater Springs Water District,Yes,11/15/14,7702,NULL,49.1,,,15999305.07,19225234.19,Null,57.5,83,North Coast
Sweetwater Springs Water District,Yes,10/15/14,7702,NULL,58.2,,,18964553.05,20984831.9,Null,64.3,81,North Coast
Sweetwater Springs Water District,Yes,9/15/14,7702,NULL,62.5,,,20365714.19,26263625.02,Null,71.4,81,North Coast
Sweetwater Springs Water District,No,8/15/14,7703,NULL,73.3,,,23884909.6,28674925.58,Null,82,82,North Coast
Sweetwater Springs Water District,No,7/15/14,7703,NULL,78.9,,,25709677.59,29978331.28,Null,88.3,82,North Coast
Sweetwater Springs Water District,No,6/15/14,7703,NULL,75.6,,,24634367.88,28023222.72,Null,88.5,83,North Coast
California Water Service Company Visalia,Yes,9/15/16,141439,0%,2832,912,,922811241.3,1104831848,297176501.4,154.6,71,Tulare Lake
California Water Service Company Visalia,Yes,8/15/16,141298,0%,3208.6,857.6,,1045526889,1244654696,279450183.8,169.7,71,Tulare Lake
California Water Service Company Visalia,Yes,7/15/16,141103,0%,3250,810.1,,1059017138,1300440460,263972241,175,72,Tulare Lake
California Water Service Company Visalia,Yes,6/15/16,141015,0%,2903.2,722.8,,946011862.9,1228785731,235525411.4,159.9,72,Tulare Lake
California Water Service Company Visalia,Yes,5/15/16,140488,29%,2465.6,591.5,,803419278.4,1084400964,192741119.1,127.7,69,Tulare Lake
California Water Service Company Visalia,Yes,4/15/16,140299,29%,1889.4,444,,615663686.2,862496142.1,144678033.6,102,70,Tulare Lake
California Water Service Company Visalia,Yes,3/15/16,140156,29%,1331.2,319,,433773419.6,643393642.6,103946605.2,69.9,70,Tulare Lake
California Water Service Company Visalia,Yes,2/15/16,139902,32%,1128.9,302.5,,355169066.4,455833561.2,95171089.2,63.8,70,Tulare Lake
California Water Service Company Visalia,Yes,1/15/16,139627,32%,1175.2,318.2,,382940597,464273113.2,103685924.1,62.9,71,Tulare Lake
California Water Service Company Visalia,Yes,12/15/15,139353,32%,1246.5,382.7,,406173803.8,562908340.1,124703341.1,66.5,71,Tulare Lake
California Water Service Company Visalia,Yes,11/15/15,139266,32%,1458.3,544.2,,475189136,715113541.7,177328346.6,77.1,68,Tulare Lake
California Water Service Company Visalia,Yes,10/15/15,139188,32%,2210.5,743.4,,720294579.4,955657065.1,242237950.8,114.5,69,Tulare Lake
California Water Service Company Visalia,Yes,9/15/15,139027,32%,2658.2,797,,866178263.3,1104831848,259703587.3,144.8,70,Tulare Lake
California Water Service Company Visalia,Yes,8/15/15,138909,32%,2878,812.1,,937800406.9,1244654696,264623943.9,154,71,Tulare Lake
California Water Service Company Visalia,Yes,7/15/15,138644,32%,2862.9,788.9,,932880050.4,1300440460,257064190.8,157.8,73,Tulare Lake
California Water Service Company Visalia,Yes,6/15/15,138370,32%,2819.4,719.9,,918705513.3,1228785731,234580442.3,157.4,71,Tulare Lake
California Water Service Company Visalia,Yes,5/15/15,140488,NULL,2465.6,591.5,,803419278.4,1084400964,192741119.1,127.7,69,Tulare Lake
California Water Service Company Visalia,Yes,4/15/15,137912,NULL,1958.3,,,638114849.5,862496142.1,Null,109.8,71,Tulare Lake
California Water Service Company Visalia,Yes,3/15/15,137626,NULL,1786.4,,,582100989.2,643393642.6,Null,97,71,Tulare Lake
California Water Service Company Visalia,Yes,2/15/15,137337,NULL,1197,,,390044158.1,455866146.4,Null,72,71,Tulare Lake
California Water Service Company Visalia,Yes,1/15/15,137140,NULL,1316,,,428820477.9,464338283.5,Null,73.6,73,Tulare Lake
California Water Service Company Visalia,Yes,12/15/14,136986,NULL,1380,,,449674969.3,563071265.9,Null,74.1,70,Tulare Lake
California Water Service Company Visalia,Yes,11/15/14,136875,NULL,1779,,,579689688.6,715243882.3,Null,97.4,69,Tulare Lake
California Water Service Company Visalia,Yes,10/15/14,136622,NULL,2648,,,862854578.7,955722235.4,Null,142.6,70,Tulare Lake
California Water Service Company Visalia,Yes,9/15/14,136484,NULL,3126,,,1018611561,1104962189,Null,176.6,71,Tulare Lake
California Water Service Company Visalia,No,8/15/14,134033,NULL,3436,,,1119625503,1244752451,Null,191.3,71,Tulare Lake
California Water Service Company Visalia,No,7/15/14,134033,NULL,3618,,,1178930463,1300473045,Null,207.1,73,Tulare Lake
California Water Service Company Visalia,No,6/15/14,134033,NULL,3425,,,1116041137,1228785731,Null,199.8,72,Tulare Lake
California Water Service Company Selma,Yes,9/15/16,25191,0%,406,97.8,,132295679.4,207599944.1,31868269.56,129.2,74,Tulare Lake
California Water Service Company Selma,Yes,8/15/16,25194,0%,467.4,92,,152302957,240771619.4,29978331.28,153.3,79,Tulare Lake
California Water Service Company Selma,Yes,7/15/16,25177,0%,486.4,81.4,,158494134.1,258954129,26524306.16,166.1,82,Tulare Lake
California Water Service Company Selma,Yes,6/15/16,25153,0%,451,80.4,,146958993.6,238783925.7,26198454.73,157,81,Tulare Lake
California Water Service Company Selma,Yes,5/15/16,25184,30%,375.2,56.7,,122259455.4,208870764.7,18475775.91,130.9,84,Tulare Lake
California Water Service Company Selma,Yes,4/15/16,25109,30%,285.6,41.4,,93063167.55,168465187.8,13490249.08,104.1,84,Tulare Lake
California Water Service Company Selma,Yes,3/15/16,25099,30%,204.5,34.2,,66636616.82,122422381.1,11144118.8,70.1,82,Tulare Lake
California Water Service Company Selma,Yes,2/15/16,25099,32%,187.5,34.5,,58990344.54,81332516.18,10854223.4,67.2,80,Tulare Lake
California Water Service Company Selma,Yes,1/15/16,25058,32%,183.8,37.6,,59891492.28,78367268.19,12252013.66,60,78,Tulare Lake
California Water Service Company Selma,Yes,12/15/15,25048,32%,196.6,41.2,,64062390.55,101404964.1,13425078.79,63.7,77,Tulare Lake
California Water Service Company Selma,Yes,11/15/15,25058,32%,218.3,59.6,,71133366.51,121314486.3,19420745.05,66.5,70,Tulare Lake
California Water Service Company Selma,Yes,10/15/15,25065,32%,319.6,74.1,,104142116.1,163642586.6,24145590.74,100.3,75,Tulare Lake
California Water Service Company Selma,Yes,9/15/15,25065,32%,384.6,82.6,,125322458.8,207599944.1,26915327.87,127.8,77,Tulare Lake
California Water Service Company Selma,Yes,8/15/15,25082,32%,443.2,80.6,,144417352.5,240771619.4,26263625.02,149,80,Tulare Lake
California Water Service Company Selma,Yes,7/15/15,24644,32%,451.7,93.5,,147187089.6,258954129,30467108.42,149.3,78,Tulare Lake
California Water Service Company Selma,Yes,6/15/15,24627,32%,442.8,75.1,,144287011.9,238783925.7,24471442.17,159.4,82,Tulare Lake
California Water Service Company Selma,Yes,5/15/15,24610,NULL,375.4,66.3,,122324625.7,208870764.7,21603949.61,129.6,81,Tulare Lake
California Water Service Company Selma,Yes,4/15/15,24596,NULL,356.9,,,116296374.3,168465187.8,Null,127.2,81,Tulare Lake
California Water Service Company Selma,Yes,3/15/15,24596,NULL,317.2,,,103360072.6,122422381.1,Null,116.2,86,Tulare Lake
California Water Service Company Selma,Yes,2/15/15,24583,NULL,213,,,69406353.95,81462856.75,Null,80.7,80,Tulare Lake
California Water Service Company Selma,Yes,1/15/15,24556,NULL,232,,,75597531.06,78530193.91,Null,78.5,79,Tulare Lake
California Water Service Company Selma,Yes,12/15/14,24586,NULL,232,,,75597531.06,101339793.8,Null,74.4,75,Tulare Lake
California Water Service Company Selma,Yes,11/15/14,24590,NULL,286,,,93193508.12,121216730.8,Null,91,72,Tulare Lake
California Water Service Company Selma,Yes,10/15/14,24617,NULL,439,,,143048776.5,163577416.4,Null,142.5,76,Tulare Lake
California Water Service Company Selma,Yes,9/15/14,24637,NULL,518,,,168791039.2,207567359,Null,175.8,77,Tulare Lake
California Water Service Company Selma,No,8/15/14,24521,NULL,592,,,192904044.8,240804204.6,Null,182.7,72,Tulare Lake
California Water Service Company Selma,No,7/15/14,24521,NULL,658,,,214410239,259051884.5,Null,208.7,74,Tulare Lake
California Water Service Company Selma,No,6/15/14,24521,NULL,633,,,206263953.3,238849096,Null,207.5,74,Tulare Lake
California Water Service Company Chico District,Yes,9/15/16,104697,0%,2161.4,703.4,,704295274.3,923430359,229203893.8,158.5,71,Sacramento River
California Water Service Company Chico District,Yes,8/15/16,104594,0%,2446.9,610,,797325856.7,1111674728,198769370.5,177.3,72,Sacramento River
California Water Service Company Chico District,Yes,7/15/16,104375,0%,2403.3,573.2,,783118734.5,1167851514,186778038,174.7,72,Sacramento River
California Water Service Company Chico District,Yes,6/15/16,104080,0%,2096.7,502.2,,683212687,1029006221,163642586.6,155.8,71,Sacramento River
California Water Service Company Chico District,Yes,5/15/16,104048,29%,1718.6,391.5,,560008262.4,956797545.1,127570833.7,121.4,70,Sacramento River
California Water Service Company Chico District,Yes,4/15/16,103894,29%,1379.9,292.2,,449642384.1,688849916.7,95213786.97,100.7,70,Sacramento River
California Water Service Company Chico District,Yes,3/15/16,103830,29%,968.4,249.1,,315554521.9,538436898,81169590.47,65.9,67,Sacramento River
California Water Service Company Chico District,Yes,2/15/16,103820,32%,895.6,219.8,,281769347.1,377955070.2,69152414.56,67.8,70,Sacramento River
California Water Service Company Chico District,Yes,1/15/16,103344,32%,872.2,199.8,,284207614.6,379421401.6,65105115.11,64.3,73,Sacramento River
California Water Service Company Chico District,Yes,12/15/15,103169,32%,912.5,292.8,,297339427.1,433903760.2,95409297.83,63.2,68,Sacramento River
California Water Service Company Chico District,Yes,11/15/15,103079,32%,1031.8,355.7,,336213502.4,562061126.4,115905352.6,77.1,71,Sacramento River
California Water Service Company Chico District,Yes,10/15/15,103012,32%,1666.2,496.2,,542933647.7,773897139.1,161687478.1,119.7,70,Sacramento River
California Water Service Company Chico District,Yes,9/15/15,102947,32%,1817.4,471.6,,592202383.4,923430359,153671533,140.4,73,Sacramento River
California Water Service Company Chico District,Yes,8/15/15,102591,32%,1953.5,589.6,,636550762.6,1111674728,192122001.4,139.7,70,Sacramento River
California Water Service Company Chico District,Yes,7/15/15,102245,32%,1995,546.2,,650073596.9,1167851514,177980049.4,147.7,72,Sacramento River
California Water Service Company Chico District,Yes,6/15/15,101662,32%,1828.1,446.6,,595688993.7,1029006221,145525247.3,138.5,71,Sacramento River
California Water Service Company Chico District,Yes,5/15/15,101662,NULL,1828.1,446.6,,595688993.7,956797545.1,145525247.3,134,71,Sacramento River
California Water Service Company Chico District,Yes,4/15/15,101447,NULL,1556.6,,,507220331.3,688849916.7,Null,118.3,71,Sacramento River
California Water Service Company Chico District,Yes,3/15/15,101358,NULL,1572.4,,,512368783.8,538436898,Null,112.4,69,Sacramento River
California Water Service Company Chico District,Yes,2/15/15,101292,NULL,1012,,,329761644.1,377987655.3,Null,86,74,Sacramento River
California Water Service Company Chico District,Yes,1/15/15,101204,NULL,1017,,,331390901.3,379291061,Null,75,71,Sacramento River
California Water Service Company Chico District,Yes,12/15/14,100911,NULL,995,,,324222169.9,434034100.8,Null,71.5,69,Sacramento River
California Water Service Company Chico District,Yes,11/15/14,100926,NULL,1212,,,394931929.5,562093711.6,Null,93.9,72,Sacramento River
California Water Service Company Chico District,Yes,10/15/14,100931,NULL,1930,,,628893254.1,773897139.1,Null,132.7,66,Sacramento River
California Water Service Company Chico District,Yes,9/15/14,100882,NULL,2426,,,790515561.9,923462944.1,Null,188.1,72,Sacramento River
California Water Service Company Chico District,No,8/15/14,98691,NULL,2764,,,900653344.2,1111805069,Null,203.1,69,Sacramento River
California Water Service Company Chico District,No,7/15/14,98691,NULL,3084,,,1004925801,1167851514,Null,239.8,73,Sacramento River
California Water Service Company Chico District,No,6/15/14,98691,NULL,2994,,,975599172.4,1029038806,Null,240.5,73,Sacramento River
Soquel Creek Water District,Yes,9/15/16,40410,8%,98.176,18.269,0,98176000,130727000,18269000,59,73,Central Coast
Soquel Creek Water District,Yes,8/15/16,40410,8%,102.495,20.292,0,102495000,145040000,20292000,58.6,72,Central Coast
Soquel Creek Water District,Yes,7/15/16,40410,8%,110.886,21.288,0,110886000,148645000,21288000,63.9,72,Central Coast
Soquel Creek Water District,Yes,6/15/16,40419,8%,102.306,19.399,0,102306000,139074000,19399000,61.1,72,Central Coast
Soquel Creek Water District,Yes,5/15/16,40410,8%,92.148,16.687,0,92148000,137856000,16687000,53.9,73,Central Coast
Soquel Creek Water District,Yes,4/15/16,40416,8%,76.051,12.049,0,76051000,112377000,12049000,47.4,76,Central Coast
Soquel Creek Water District,Yes,3/15/16,40410,8%,68.364,10.404,0,68364000,100383000,10404000,41.6,76,Central Coast
